barcode,订单,在途库存,仓库
6926702223292,RD201901110038,4,0001
6926702223216,RD201901110039,4,0001
6926702223308,RD201901110039,1,0001
6970419170714,RD201901110041,6,0001
6970419170721,RD201901110041,7,0001
6970419170769,RD201901110041,9,0001
6901236352458,RD201901110069,22,0001
6901236353806,RD201901110069,2,0001
6923644281564,RD201901110072,3,0001
YJBOX000012,RD201901110076,2080,0001
6901236354193,RD201901110079,320,0001
6959415607943,RD201901110086,2040,0001
6959415608094,RD201901110086,400,0001
6959415608216,RD201901110086,1360,0001
6927564013908,RD201901110095,56,0001
6923644283179,RD201901110097,6,0001
6901236351864,RD201901110101,3,0001
6901236355473,RD201901110103,1,0001
6901236355640,RD201901110103,1,0001
6901642051013,RD201901110105,256,0001
6901642888893,RD201901110105,3,0001
6901236355640,RD201901110108,900,0001
YJBOX000024,RD201901110117,22,0001
6921956655011,RD201901110119,20,0001
6921956655035,RD201901110119,20,0001
6921956655097,RD201901110119,6,0001
6921956655172,RD201901110119,21,0001
6901642051013,RD201901110119,62,0001
6901642788797,RD201901110119,3,0001
6901642788834,RD201901110119,5,0001
6901642888015,RD201901110119,60,0001
6901642888633,RD201901110119,8,0001
6901642888695,RD201901110119,68,0001
6901642888893,RD201901110119,103,0001
6901236351864,RD201901110122,1,0001
6901236353523,RD201901110122,1,0001
YJBOX000003,RD201901110129,20,0001
YJBOX000010,RD201901110129,154,0001
YJBOX000012,RD201901110129,152,0001
YJBOX000031,RD201901110129,47,0001
YJBOX000042,RD201901110129,400,0001
6901236355473,RD201901110132,353,0001
2018MYR188353003XL,RD201901110135,1,0001
2018WYR18Y907035M,RD201901110135,28,0001
2018WYR18Y907035XL,RD201901110135,4,0001
YJBOX000013,RD201901110139,13,CK2018022362896
6901236353523,RD201901110140,1,0001
6955150411340,RD201901110142,936,0001
6955150411340,RD201901110143,103,0001
6955150411340,RD201901110144,50,0001
6955150411340,RD201901110145,362,0001
6955150411340,RD201901110146,24,0001
YJBOX000008,RD201901110149,280,0001
YJBOX000007,RD201901110153,18,0001
YJBOX000028,RD201901110153,40,0001
YJBOX000048,RD201901110153,19,0001
803934765045,RD201901110155,1,0001
803934765046,RD201901110155,1,0001
803934765047,RD201901110155,1,0001
803934765048,RD201901110155,1,0001
6930331891159,RD201901110160,7,0001
6901236355473,RD201901110163,3,0001
188901008160,RD201901110164,1,0001
188901008170,RD201901110164,2,0001
6971385890217,RD201901110166,18,0001
6971385890217,RD201901110167,12,0001
6901236352458,RD201901110168,2,0001
6901236355657,RD201901110168,13,0001
6907992512761,RD201901110174,3,0001
6962016014614,RD201901110181,1,0001
YJ04,RD201901110183,600,0001
YJBOX000005,RD201901120003,25,0001
YJBOX000007,RD201901120003,255,0001
YJBOX000008,RD201901120003,490,0001
6927006119960,RD201901120007,1000,0001
6927006119960,RD201901120008,4000,0001
YJBOX000006,RD201901120011,300,0001
YJBOX000015,RD201901120011,360,0001
YJBOX000022,RD201901120011,40,0001
6971511850788,FO201901080026,1,0001
YJBOX000006,RD201901120015,2163,0001
YJBOX000014,RD201901120015,20,0001
6928471300990,FO201901120002,840,0001
6928471300990,FO201901120003,1340,0001
6949195390197,RD201901120018,3,0001
6949195390241,RD201901120018,7,0001
6949195390203,RD201901120022,2,0001
6949195390210,RD201901120022,7,0001
6949195390234,RD201901120022,2,0001
6949195390241,RD201901120022,1,0001
6949195390258,RD201901120022,4,0001
6949195390289,RD201901120022,4,0001
6949195390647,RD201901120022,2,0001
6949195390654,RD201901120022,2,0001
6949195390210,RD201901120024,1,0001
6949195390234,RD201901120024,7,0001
6949195390258,RD201901120024,2,0001
6949195390197,RD201901120026,1,0001
6949195390210,RD201901120026,1,0001
6949195390234,RD201901120026,171,0001
6949195390241,RD201901120026,71,0001
6949195390258,RD201901120026,1,0001
6949195390289,RD201901120026,1,0001
YJBOX000005,RD201901120029,100,0001
YJBOX000010,RD201901120033,44,0001
6935768936466,RD201901120036,6,0001
6935768936473,RD201901120036,90,0001
6935768936428,RD201901120037,3000,0001
6946001204624,RD201901120040,202,0001
YJBOX000007,RD201901120046,1046,0001
YJBOX000010,RD201901120046,1320,0001
YJBOX000012,RD201901120046,300,0001
YJBOX000013,RD201901120046,115,0001
YJBOX000015,RD201901120046,80,0001
YJBOX000024,RD201901120046,1804,0001
6937524420820,RD201901120048,1,0001
8128L001A,RD201901120053,1,0001
8128L001B,RD201901120053,1,0001
8128L001C,RD201901120053,1,0001
6907992512761,RD201901120054,35,0001
6907992512761,RD201901120055,3,0001
6948043429164,FO201901110019,1,0001
6948043429171,FO201901110019,28,0001
YJBOX000035,RD201901120061,25,0001
YJBOX000032,RD201901120062,22,0001
YJBOX000006,RD201901120062,44,0001
YJBOX000007,RD201901120062,51,0001
YJBOX000008,RD201901120062,5000,0001
6940893100378,RD201901130004,6,0001
6955150400672,RD201901130008,144,0001
6955150400320,RD201901130013,6,0001
6970269900066,RD201901130015,1,0001
6970269900066,RD201901130016,2,0001
YJBOX000031,RD201901130017,10,0001
6907992512761,RD201901130037,47,0001
16901798195897,RD201901130039,1,0001
6938888887991,RD201901130040,2,0001
6938888889056,RD201901130040,29,0001
6910019011765,RD201901140003,8,0001
YJBOX000008,RD201901140005,44,0001
6959174300703,RD201901140006,350,0001
2587624915183,RD201901140012,1,0001
2587624915184,RD201901140012,1,0001
YJBOX000008,RD201901140014,420,0001
YJBOX000035,RD201901140014,640,0001
16926309211361,RD201901140016,1,0001
PN201709190007,RD201901140019,1100,0001
6922560240907,RD201901140021,10,0001
6922560241799,RD201901140021,10,0001
6921669812299,RD201901140024,1,0001
6921669800036,RD201901140025,6,0001
6921669812299,RD201901140025,1,0001
6942499700136,RD201901140026,40,0001
6970269900066,RD201901140029,2,0001
6944192681804,RD201901140032,10,0001
6944192681811,RD201901140032,28,0001
6944192699274,RD201901140032,7,0001
6944192699281,RD201901140032,11,0001
6944192699298,RD201901140032,3,0001
6944192699304,RD201901140032,11,0001
6944192699311,RD201901140032,12,0001
6944192699328,RD201901140032,11,0001
YJBOX000005,RD201901140033,520,0001
6901236353523,RD201901140041,2,0001
6901236355640,RD201901140044,40,0001
6953349825039,RD201901140045,3,0001
BN182130741,RD201901140049,1,0001
16926309211361,RD201901140060,368,0001
YJBOX000009,RD201901140061,300,0001
16926309211361,RD201901140062,381,0001
16926309211361,RD201901140063,385,0001
6938582342215,RD201901140064,1102,0001
YJBOX000020,RD201901140065,5,0001
6955520502777,FO201901140011,1,0001
YJBOX000024,RD201901140099,225,0001
6971520240310,RD201901140100,2,0001
6901236352458,RD201901140110,3,0001
6901236354193,RD201901140112,23,0001
6901236357903,RD201901140112,4,0001
6907925770145,RD201901140114,6,0001
6907925770664,RD201901140114,12,0001
6907992631295,RD201901140116,6,0001
6907992634234,RD201901140116,1,0001
6907992634241,RD201901140116,2,0001
6970419170974,RD201901140120,11,0001
4260290260539,RD201901140125,21,0001
4260290260539,RD201901140126,9,0001
6970313750869,RD201901140136,1,0001
6970313750869,RD201901140137,3,0001
YJBOX000012,RD201901140146,3600,0001
YJBOX000014,RD201901140146,1250,0001
6901798201140,RD201901140147,6,0001
4260290260539,RD201901140150,2,0001
YJBOX000012,RD201901140173,80,0001
6901035616850,RD201901140174,658,0001
16926701327691,RD201901140178,1,0001
6920721718913,RD201901140182,8,0001
6940971205759,RD201901140186,1,0001
6940971213969,RD201901140186,1,0001
6940971205759,RD201901140187,1,0001
6940971213969,RD201901140187,1,0001
6953969816790,RD201901140188,180,0001
6953969816806,RD201901140189,186,0001
6953969816806,RD201901140190,1,0001
6953969816806,RD201901140192,67,0001
6926207918037,RD201901150003,3,0001
6955150411340,RD201901150004,12,0001
6910019011765,RD201901150009,8,0001
6940188802406,RD201901150025,16,0001
6940188802406,RD201901150026,772,0001
6901236351864,RD201901150027,4,0001
6901236353523,RD201901150027,2,0001
6901236353806,RD201901150036,5,0001
6970269900066,RD201901150039,2,0001
YJBOX000008,RD201901150041,140,0001
YJBOX000009,RD201901150041,148,0001
6971430010300,RD201901150042,407,0001
6923958200442,RD201901150049,2,0001
6923958200435,RD201901150053,2,0001
6923958200435,RD201901150054,63,0001
6923958200442,RD201901150054,7,0001
6923958200466,RD201901150054,8,0001
6923589446974,RD201901150067,276,0001
6949602318417,RD201901150070,1,0001
6949602318448,RD201901150070,1,0001
6956741704643,RD201901150074,1,0001
6970951900725,RD201901150085,408,0001
6971063860006,RD201901150087,4,0001
6970203840502,RD201901150096,1,0001
6937550603037,RD201901150108,10,0001
6937550603044,RD201901150108,1,0001
6949602318448,RD201901150112,10,0001
YJBOX000020,RD201901150114,14,0001
YJBOX000047,RD201901150114,379,0001
6920174756647,RD201901150121,6,0001
YJBOX000051,RD201901150122,115,0001
YJBOX000004,RD201901150122,110,0001
YJBOX000024,RD201901150122,330,0001
6910019008796,RD201901150128,1000,0001
6910019011765,RD201901150128,21,0001
6910019008796,RD201901150131,1344,0001
6910019010362,RD201901150131,5,0001
6910019014575,RD201901150131,6760,0001
6927204750347,RD201901150139,8,0001
2018WYR18D705001L,RD201901150141,1,0001
2018WYR18D705001S,RD201901150141,1,0001
2018WYR18D705001XL,RD201901150141,17,0001
2018WYR18D705016L,RD201901150141,1,0001
2018MYR188303001XXL,RD201901150142,1,0001
2018MYR188303002L,RD201901150142,2,0001
2018MYR188303002M,RD201901150142,14,0001
2018MYR188303002XXXL,RD201901150142,13,0001
2018MYR188308001L,RD201901150142,15,0001
2018MYR188308001XL,RD201901150142,15,0001
2018MYR188308001XXL,RD201901150142,1,0001
2018MYR188308003L,RD201901150142,8,0001
2018MYR188301001XL,RD201901150143,1,0001
2018MYR188301002XL,RD201901150143,15,0001
2018MYR188301002XXL,RD201901150143,2,0001
2018MYR188310001XXXL,RD201901150143,1,0001
2018MYR188310029XXXL,RD201901150143,15,0001
2018MYR188332003XL,RD201901150143,1,0001
6944192681422,RD201901150145,36,0001
6944192699304,RD201901150145,1,0001
6944192699625,RD201901150145,31,0001
YJBOX000051,RD201901150147,95,0001
YJBOX000015,RD201901160009,60,0001
8718117605927,RD201901160017,3,0001
YJBOX000024,RD201901160019,2,0001
6949602318417,RD201901160051,13,0001
6937524425238,RD201901160060,180,0001
6924033804876,RD201901160061,20,0001
6944192681781,RD201901160075,96,0001
YJBOX000010,RD201901160080,3400,0001
YJBOX000013,RD201901160080,5700,0001
6926702223216,RD201901160083,1,0001
6926702223292,RD201901160083,1,0001
6949602316581,RD201901160084,1,0001
3663962000104,RD201901160086,3900,0001
3663962000104,RD201901160087,3360,0001
6949602318417,RD201901160090,1,0001
6949602318455,RD201901160090,1,0001
6949602318448,RD201901160091,268,0001
6949602318455,RD201901160091,39,0001
6949602318462,RD201901160091,22,0001
YJBOX000002,RD201901160092,8,0001
YJBOX000003,RD201901160092,14,0001
YJBOX000006,RD201901160092,40,0001
YJBOX000007,RD201901160092,40,0001
9415007038504,FO201901150012,2,0001
9415007040132,FO201901150005,168,0001
9415007040149,FO201901150004,172,0001
YJBOX000009,RD201901160094,538,0001
YJBOX000010,RD201901160094,230,0001
YJBOX000024,RD201901160094,120,0001
YJBOX000024,RD201901160096,15,CK2018022362896
YJBOX000024,RD201901160098,90,0001
6971246193020,RD201901170003,1,0001
6971246193020,RD201901170004,9,0001
6903148026069,RD201901170005,8,0001
YJBOX000005,RD201901170008,3,0001
6923644285265,RD201901170011,2,0001
6949602318448,RD201901170012,252,0001
6951439945285,RD201901170020,1,0001
5712449000033,RD201901170021,4,0001
6938457969189,RD201901170024,21,0001
6938457969202,RD201901170024,9,0001
6938457969240,RD201901170024,3,0001
6938457969301,RD201901170024,9,0001
YJBOX000051,RD201901170026,157,0001
YJBOX000022,RD201901170026,450,0001
6938457969189,RD201901170027,3,0001
6938457969240,RD201901170027,3,0001
6938457969240,RD201901170028,3,0001
6932003000401,RD201901170036,5,0001
6932003000401,RD201901170037,1,0001
6932003000401,RD201901170038,2,0001
6971063860365,RD201901170040,8,0001
YJBOX000021,RD201901170045,1,0001
YJBOX000005,RD201901170046,55,0001
YJBOX000010,RD201901170046,1620,0001
YJBOX000014,RD201901170046,810,0001
6907992514406,RD201901170056,1,0001
6907992513065,RD201901170059,4,0001
6907992514482,RD201901170060,2,0001
6953349825039,RD201901170062,1,0001
6907992514550,RD201901170069,2,0001
6907992514550,RD201901170071,1,0001
YJBOX000020,RD201901170083,1,0001
YJBOX000023,RD201901170083,80,0001
YJBOX000032,RD201901170083,1,0001
6949602318424,RD201901170084,8,0001
6949602318431,RD201901170084,1,0001
6936145989563,RD201901170085,99000,0001
6936145989563,RD201901170086,174600,0001
6970313750869,RD201901170088,9,0001
6970313750869,RD201901170089,3,0001
6922577725787,RD201901170098,3,0001
8AK2018091230,RD201901170103,638,0001
6901209214301,RD201901180004,7,0001
YJBOX000035,RD201901180005,323,0001
YJBOX000005,RD201901180005,8,0001
6927854107881,RD201901180010,14,0001
6971063860006,RD201901180014,2,0001
6923644281564,RD201901180016,10,0001
YJBOX000006,RD201901180023,140,0001
YJBOX000015,RD201901180027,1780,0001
YJBOX000030,RD201901180027,400,0001
YJBOX000027,RD201901180033,105,0001
6917878048994,RD201901180035,20,0001
YJBOX000006,RD201901180046,200,0001
YJBOX000007,RD201901180046,80,0001
YJBOX000008,RD201901180046,80,0001
YJBOX000010,RD201901180046,80,0001
YJBOX000013,RD201901180046,80,0001
YJBOX000014,RD201901180046,60,0001
YJBOX000023,RD201901180046,394,0001
YJBOX000024,RD201901180046,22,0001
6937702907228,RD201901180048,1,0001
YJBOX000028,RD201901180051,120,0001
YJBOX000026,RD201901180052,263,0001
6949195390289,RD201901180053,2,0001
6949195390203,RD201901180054,72,0001
6949195390272,RD201901180054,80,0001
6949195390289,RD201901180054,106,0001
6949195390210,RD201901180057,1,0001
6949195390289,RD201901180057,3,0001
6949195390203,RD201901180059,2,0001
6949195390289,RD201901180059,1,0001
6901236355657,RD201901180062,23,0001
9300639602967,RD201901180065,1,0001
9300639602967,RD201901180068,1,0001
9300639602967,RD201901180069,8,0001
YJBOX000020,RD201901180079,130,0001
6936000903321,RD201901180092,1,0001
6922049781990,RD201901180112,4,0001
6920721717442,RD201901180136,1,0001
6945858204108,RD201901180145,48,0001
YJBOX000035,RD201901180146,135,0001
YJBOX000008,RD201901180146,90,0001
YJBOX000012,RD201901180146,95,0001
9556001185648,RD201901180160,2,0001
YJBOX000008,RD201901190005,120,0001
YJBOX000012,RD201901190005,520,0001
YJBOX000013,RD201901190005,860,0001
6970313751286,RD201901190014,12,0001
6949602318448,RD201901190022,3,0001
6949602318462,RD201901190022,1,0001
5712449000033,RD201901190027,54,0001
YJBOX000005,RD201901190032,140,0001
6971680013342,RD201901190042,1,0001
6949602318455,RD201901190063,3,0001
6907992507385,RD201901190065,1,0001
6907992507385,RD201901190066,1,0001
6907992507385,RD201901190067,6,0001
6907992507385,RD201901190068,7,0001
6907992507385,RD201901190069,1,0001
6907992507385,RD201901190071,1,0001
YJBOX000010,RD201901200005,1410,0001
6956466401056,FO201901190005,3,0001
YJBOX000024,RD201901200008,120,0001
6921608468211,RD201901210007,1,0001
6921608468211,RD201901210008,4,0001
6920174756647,RD201901210010,18384,0001
JY201804290093,RD201901210029,308,0001
6925959406137,RD201901210030,5,0001
6925959406137,RD201901210037,5,0001
YJBOX000006,RD201901210039,142,0001
YJBOX000030,RD201901210039,180,0001
YJBOX000037,RD201901210045,54,0001
YJBOX000043,RD201901210045,112,0001
YJBOX000044,RD201901210045,16,0001
YJBOX000005,RD201901210045,82,0001
6954256902004,RD201901210047,1380,0001
6949888500018,RD201901210051,72,0001
6926702223216,RD201901210056,2,0001
6926702223292,RD201901210056,1,0001
6943136006314,RD201901210069,6,0001
6953969814741,RD201901210084,660,0001
6953969814758,RD201901210084,360,0001
6971869110015,RD201901210085,62,0001
6935768936428,RD201901210089,6,0001
2018MYR188301002XL,RD201901210091,2,0001
2018MYR188301002XXL,RD201901210091,1,0001
2018MYR188301002XXXL,RD201901210091,5,0001
2018MYR188303002L,RD201901210091,17,0001
2018MYR188303002XL,RD201901210091,31,0001
2018MYR188303002XXL,RD201901210091,20,0001
2018MYR188303002XXXL,RD201901210091,1,0001
6958986002010,RD201901210093,8,0001
6923644281564,RD201901210094,18,0001
6923644281564,RD201901210095,1,0001
6901236353806,RD201901210096,3,0001
6901236354193,RD201901210096,28,0001
6923644281564,RD201901210103,5,0001
YJBOX000013,RD201901210105,160,0001
J5498458295654,RD201901210109,200,0001
6922896988818,FO201901210012,4,0001
1860102052,RD201901210117,1,0001
6971913410030,RD201901210119,5,0001
6932898002689,RD201901210133,30,0001
6971550270998,RD201901210136,3,0001
6971550270998,RD201901210137,5,0001
6970203840502,RD201901210142,2,0001
YJBOX000047,RD201901220009,70,0001
6955150400320,RD201901220010,1,0001
6955150411340,RD201901220012,1,0001
YJBOX000020,RD201901220025,790,0001
YJBOX000020,RD201901220032,70,0001
6900572042825,RD201901220044,4,0001
6900572042825001,RD201901220044,4,0001
4260290262366,RD201901220046,8,0001
6949195390241,RD201901220059,75,0001
6949195390272,RD201901220059,4,0001
6949195390289,RD201901220059,22,0001
6949195390203,RD201901220059,63,0001
6949195390234,RD201901220059,1,0001
6949195390203,RD201901220062,16,0001
6949195390289,RD201901220062,1,0001
6943757611829,RD201901220064,35,0001
6949195390203,RD201901220066,51,0001
6949195390210,RD201901220066,252,0001
6949195390234,RD201901220066,101,0001
6949195390241,RD201901220066,51,0001
6949195390272,RD201901220066,4,0001
6949195390289,RD201901220066,1,0001
6949195390203,RD201901220068,637,0001
6949195390241,RD201901220068,137,0001
6949195390210,RD201901220069,1137,0001
6949195390234,RD201901220069,279,0001
6949195390289,RD201901220069,786,0001
6949195390210,RD201901220077,836,0001
4260290262366,RD201901220087,4,0001
6923581346258,RD201901220088,16,0001
4260290262175,RD201901220094,61,0001
4260290262366,RD201901220095,54,0001
6954256901243,RD201901220097,9,0001
4260290262175,RD201901220100,4,0001
692148593414403,RD201901220113,12,0001
6901236357903,RD201901220114,7,0001
